word,freq,pred_class,prob_raw,prob_cal,p_FUNC,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
iai,1,OTHER,0.830,0.476,0.000,0.154,0.016,0.830,0.000,0.000
iantia,1,OTHER,0.801,0.476,0.000,0.150,0.049,0.801,0.000,0.000
ifi,1,OTHER,0.745,0.476,0.000,0.225,0.030,0.745,0.000,0.000
iiach,1,OTHER,0.798,0.476,0.000,0.071,0.131,0.798,0.000,0.000
iitur,1,OTHER,0.816,0.476,0.000,0.072,0.111,0.816,0.000,0.000
ilacve,2,NAME-M,0.729,0.476,0.000,0.004,0.729,0.000,0.001,0.266
iluu,1,NAME-M,0.859,0.476,0.000,0.141,0.859,0.000,0.000,0.000
inasa,1,NAME-M,0.774,0.476,0.000,0.105,0.774,0.120,0.000,0.000
inpa,4,NAME-M,0.843,0.476,0.000,0.157,0.843,0.000,0.000,0.000
irisis,1,OTHER,0.894,0.476,0.000,0.000,0.106,0.894,0.000,0.000
iskesachvipiske,1,OTHER,0.858,0.476,0.000,0.004,0.139,0.858,0.000,0.000
itanim,1,VERB,0.821,0.476,0.000,0.024,0.086,0.000,0.069,0.821
ituna,1,NAME-M,0.820,0.476,0.000,0.055,0.820,0.125,0.000,0.000
kaes,1,OTHER,0.706,0.476,0.000,0.000,0.294,0.706,0.000,0.000
kaiknas,1,OTHER,0.752,0.476,0.000,0.000,0.248,0.752,0.000,0.000
kailes,1,NAME-M,0.706,0.476,0.000,0.000,0.706,0.294,0.000,0.000
kainei,1,NAME-F,0.881,0.476,0.000,0.881,0.007,0.112,0.000,0.000
kainui,1,OTHER,0.871,0.476,0.000,0.127,0.002,0.871,0.000,0.000
kalsus,1,NAME-M,0.801,0.476,0.000,0.001,0.801,0.198,0.000,0.000
kam,1,NAME-M,0.779,0.476,0.000,0.011,0.779,0.000,0.000,0.210
kapes,1,NAME-M,0.821,0.476,0.000,0.000,0.821,0.179,0.000,0.000
karsus,1,NAME-M,0.717,0.476,0.000,0.000,0.717,0.283,0.000,0.000
keina,1,OTHER,0.874,0.476,0.000,0.001,0.125,0.874,0.000,0.000
kisnee,2,NAME-M,0.829,0.476,0.000,0.120,0.829,0.050,0.000,0.000
knaes,1,OTHER,0.765,0.476,0.000,0.000,0.235,0.765,0.000,0.000
krathes,1,OTHER,0.727,0.476,0.000,0.000,0.273,0.727,0.000,0.000
kril,1,OTHER,0.886,0.476,0.000,0.047,0.067,0.886,0.000,0.000
kuleniiesi,1,NAME-M,0.856,0.476,0.000,0.000,0.856,0.144,0.000,0.000
kurves,1,NAME-M,0.724,0.476,0.000,0.000,0.724,0.276,0.000,0.000
kusia,1,OTHER,0.819,0.476,0.000,0.018,0.163,0.819,0.000,0.000
kutvalus,1,NAME-M,0.739,0.476,0.000,0.000,0.739,0.258,0.002,0.000
kutvialus,1,NAME-M,0.872,0.476,0.000,0.002,0.872,0.126,0.000,0.000
kzurtiu,1,OTHER,0.752,0.476,0.000,0.000,0.248,0.752,0.000,0.000
lapa,1,OTHER,0.851,0.476,0.000,0.001,0.148,0.851,0.000,0.000
lapse,2,OTHER,0.728,0.476,0.000,0.000,0.272,0.728,0.000,0.000
laramni,1,NAME-F,0.826,0.476,0.000,0.826,0.171,0.003,0.000,0.000
larcial,4,NAME-F,0.724,0.476,0.000,0.724,0.276,0.000,0.000,0.000
larisaczun,1,OTHER,0.703,0.476,0.000,0.003,0.294,0.703,0.000,0.000
larizuz,1,NAME-M,0.733,0.476,0.000,0.002,0.733,0.265,0.000,0.000
larthfatunilatni,1,NAME-F,0.868,0.476,0.000,0.868,0.130,0.002,0.000,0.000
latunialisa,1,NAME-F,0.876,0.476,0.000,0.876,0.124,0.000,0.000,0.000
latva,1,OTHER,0.859,0.476,0.000,0.000,0.141,0.859,0.000,0.000
laucha,1,NAME-M,0.766,0.476,0.000,0.073,0.766,0.161,0.000,0.000
lauchumsnial,1,NAME-F,0.799,0.476,0.000,0.799,0.200,0.001,0.000,0.000
launitha,1,NAME-M,0.869,0.476,0.000,0.131,0.869,0.000,0.000,0.000
lautnita,1,NAME-M,0.846,0.476,0.000,0.154,0.846,0.000,0.000,0.000
leialisa,1,NAME-F,0.714,0.476,0.000,0.714,0.286,0.000,0.000,0.000
leine,1,OTHER,0.860,0.476,0.000,0.000,0.140,0.860,0.000,0.000
len,1,OTHER,0.845,0.476,0.000,0.000,0.155,0.845,0.000,0.000
liibro,1,OTHER,0.860,0.476,0.000,0.021,0.119,0.860,0.000,0.000
liit,1,OTHER,0.738,0.476,0.000,0.028,0.234,0.738,0.000,0.000
liuna,1,OTHER,0.703,0.476,0.000,0.011,0.287,0.703,0.000,0.000
losna,1,OTHER,0.891,0.476,0.000,0.000,0.109,0.891,0.000,0.000
lra,1,OTHER,0.862,0.476,0.000,0.013,0.125,0.862,0.000,0.000
lri,1,OTHER,0.792,0.476,0.000,0.100,0.107,0.792,0.000,0.000
lru,1,OTHER,0.839,0.476,0.000,0.000,0.161,0.839,0.000,0.000
lssatnala,1,NAME-F,0.857,0.476,0.000,0.857,0.141,0.002,0.000,0.000
luscnial,1,NAME-F,0.832,0.476,0.000,0.832,0.168,0.000,0.000,0.000
luthcval,2,NAME-M,0.843,0.476,0.000,0.157,0.843,0.000,0.000,0.000
luvciai,1,OTHER,0.876,0.476,0.000,0.104,0.019,0.876,0.000,0.000
lvlvllvtii,1,OTHER,0.847,0.476,0.000,0.014,0.139,0.847,0.000,0.000
maalnas,1,NAME-M,0.847,0.476,0.000,0.002,0.847,0.151,0.000,0.000
malakasi,1,NAME-M,0.799,0.476,0.000,0.200,0.799,0.000,0.000,0.000
malni,1,NAME-F,0.742,0.476,0.000,0.742,0.002,0.256,0.000,0.000
manies,1,NAME-M,0.853,0.476,0.000,0.000,0.853,0.147,0.000,0.000
maninasa,1,NAME-M,0.858,0.476,0.000,0.142,0.858,0.000,0.000,0.000
marci,2,NAME-M,0.712,0.476,0.000,0.145,0.712,0.143,0.000,0.000
marisl,1,OTHER,0.760,0.476,0.000,0.056,0.185,0.760,0.000,0.000
marsfercles,1,OTHER,0.844,0.476,0.000,0.000,0.156,0.844,0.000,0.000
marunas,1,NAME-M,0.788,0.476,0.000,0.000,0.788,0.212,0.000,0.000
marunuch,2,VERB,0.862,0.476,0.000,0.006,0.132,0.000,0.000,0.862
masan,1,NAME-M,0.874,0.476,0.000,0.019,0.874,0.061,0.045,0.000
masmumus,1,OTHER,0.725,0.476,0.000,0.000,0.275,0.725,0.000,0.000
masnial,2,NAME-M,0.728,0.476,0.000,0.272,0.728,0.000,0.000,0.000
mastho,1,NAME-M,0.870,0.476,0.000,0.066,0.870,0.064,0.000,0.000
masutipe,1,OTHER,0.880,0.476,0.000,0.002,0.118,0.880,0.000,0.000
matunasa,1,NAME-M,0.750,0.476,0.000,0.033,0.750,0.217,0.000,0.000
mechl,1,NAME-M,0.838,0.476,0.000,0.000,0.838,0.000,0.000,0.162
meleri,1,NAME-M,0.765,0.476,0.000,0.228,0.765,0.007,0.000,0.000
metelialisa,1,NAME-F,0.728,0.476,0.000,0.728,0.272,0.000,0.000,0.000
methina,2,OTHER,0.754,0.476,0.000,0.003,0.243,0.754,0.000,0.000
methlmth,1,THEO,0.733,0.476,0.000,0.000,0.250,0.000,0.733,0.016
methlumes,1,OTHER,0.845,0.476,0.000,0.000,0.155,0.845,0.000,0.000
methlumesc,1,NAME-M,0.803,0.476,0.000,0.125,0.803,0.004,0.067,0.001
methna,1,OTHER,0.741,0.476,0.000,0.005,0.254,0.741,0.000,0.000
metriasa,1,NAME-M,0.879,0.476,0.000,0.121,0.879,0.000,0.000,0.000
miapas,1,NAME-M,0.704,0.476,0.000,0.000,0.704,0.296,0.000,0.000
miarantaial,1,NAME-F,0.764,0.476,0.000,0.764,0.226,0.010,0.000,0.000
miatriucs,1,OTHER,0.793,0.476,0.000,0.000,0.207,0.793,0.000,0.000
miavlesmi,1,NAME-M,0.842,0.476,0.000,0.000,0.842,0.157,0.000,0.000
mikalairuftius,1,OTHER,0.791,0.476,0.000,0.000,0.208,0.791,0.000,0.000
mikarkanaspanti,1,OTHER,0.899,0.476,0.000,0.005,0.096,0.899,0.000,0.000
mikarkanasthafvna,1,NAME-M,0.726,0.476,0.000,0.000,0.726,0.274,0.000,0.000
miklaninsl,1,OTHER,0.800,0.476,0.000,0.006,0.160,0.800,0.035,0.000
milamila,1,OTHER,0.811,0.476,0.000,0.003,0.187,0.811,0.000,0.000
milarthasarsinaia,1,NAME-M,0.742,0.476,0.000,0.248,0.742,0.010,0.000,0.000
milarthial,1,NAME-F,0.761,0.476,0.000,0.761,0.238,0.001,0.000,0.000
milarthialemelacinasimulu,1,NAME-M,0.724,0.476,0.000,0.000,0.724,0.276,0.000,0.000
miniainie,1,OTHER,0.738,0.476,0.000,0.000,0.262,0.738,0.000,0.000
minimuluvanicepianavelethnice,1,NAME-M,0.723,0.476,0.000,0.000,0.723,0.277,0.000,0.000
minimuluvanicevflakunaievenel,1,NAME-M,0.776,0.476,0.000,0.000,0.776,0.223,0.000,0.000
minimulvanicevelthurfurtiniie,1,NAME-M,0.705,0.476,0.000,0.000,0.705,0.295,0.000,0.000
minizinacearantharytzinamlachumlacasi,1,NAME-M,0.897,0.476,0.000,0.001,0.897,0.102,0.000,0.000
mirafuvusavileia,1,NAME-M,0.881,0.476,0.000,0.005,0.881,0.114,0.000,0.000
mitarnaial,1,NAME-F,0.836,0.476,0.000,0.836,0.161,0.003,0.000,0.000
miven,1,OTHER,0.891,0.476,0.000,0.000,0.109,0.891,0.000,0.000
mlace,1,NAME-M,0.730,0.476,0.000,0.001,0.730,0.054,0.000,0.215
mpmulukaviiesi,1,NAME-M,0.895,0.476,0.000,0.000,0.895,0.105,0.000,0.000
mtaniapurni,1,NAME-F,0.879,0.476,0.000,0.879,0.011,0.110,0.000,0.000
mulach,1,NAME-M,0.703,0.476,0.000,0.002,0.703,0.055,0.000,0.240
munslec,1,VERB,0.729,0.476,0.000,0.000,0.214,0.000,0.057,0.729
mutinial,1,NAME-F,0.854,0.476,0.000,0.854,0.146,0.000,0.000,0.000
mutnthi,1,NAME-M,0.763,0.476,0.000,0.233,0.763,0.000,0.000,0.005
nal,1,NAME-F,0.799,0.476,0.000,0.799,0.064,0.137,0.000,0.000
naliisa,1,NAME-F,0.852,0.476,0.000,0.852,0.148,0.000,0.000,0.000
naparsnas,1,NAME-M,0.807,0.476,0.000,0.000,0.807,0.193,0.000,0.000
naries,1,NAME-M,0.873,0.476,0.000,0.000,0.873,0.127,0.000,0.000
nasunies,1,NAME-M,0.861,0.476,0.000,0.000,0.861,0.139,0.000,0.000
nchvilkilneivelasna,1,NAME-M,0.715,0.476,0.000,0.128,0.715,0.157,0.000,0.000
nemntinas,1,NAME-M,0.866,0.476,0.000,0.002,0.866,0.132,0.000,0.000
nethunus,2,NAME-M,0.777,0.476,0.000,0.001,0.777,0.223,0.000,0.000
niamifiriminai,1,NAME-F,0.800,0.476,0.000,0.800,0.001,0.199,0.000,0.000
nies,1,NAME-M,0.821,0.476,0.000,0.000,0.821,0.179,0.000,0.000
nisc,1,NAME-M,0.764,0.476,0.000,0.236,0.764,0.000,0.000,0.000
nufrznasa,1,NAME-M,0.846,0.476,0.000,0.154,0.846,0.001,0.000,0.000
numena,1,OTHER,0.883,0.476,0.000,0.001,0.117,0.883,0.000,0.000
numsina,1,NAME-M,0.866,0.476,0.000,0.002,0.866,0.132,0.000,0.000
nunai,1,NAME-M,0.871,0.476,0.000,0.129,0.871,0.000,0.000,0.000
nunavasieitiarisviaiavineiaiavipiairase,1,NAME-M,0.829,0.476,0.000,0.075,0.829,0.095,0.000,0.000
nunthen,1,NAME-M,0.854,0.476,0.000,0.011,0.854,0.129,0.004,0.001
nurzi,1,OTHER,0.800,0.476,0.000,0.186,0.014,0.800,0.000,0.000
nurziunia,1,NAME-F,0.803,0.476,0.000,0.803,0.100,0.097,0.000,0.000
nuzlchnec,1,NAME-M,0.822,0.476,0.000,0.173,0.822,0.002,0.000,0.003
pachnas,1,NAME-M,0.796,0.476,0.000,0.000,0.796,0.204,0.000,0.000
panzai,1,OTHER,0.737,0.476,0.000,0.107,0.156,0.737,0.000,0.000
papals,1,NAME-M,0.832,0.476,0.000,0.168,0.832,0.000,0.000,0.000
pavises,1,NAME-M,0.711,0.476,0.000,0.000,0.711,0.288,0.000,0.000
perana,1,NAME-M,0.887,0.476,0.000,0.006,0.887,0.106,0.000,0.000
petini,1,NAME-F,0.839,0.476,0.000,0.839,0.140,0.021,0.000,0.000
petsaess,1,NAME-M,0.766,0.476,0.000,0.000,0.766,0.234,0.000,0.000
phersnachs,1,NAME-M,0.760,0.476,0.000,0.000,0.760,0.000,0.001,0.239
pilnpac,1,OTHER,0.752,0.476,0.000,0.197,0.051,0.752,0.000,0.000
pinthu,1,OTHER,0.833,0.476,0.000,0.001,0.166,0.833,0.000,0.000
pirikanisnu,1,OTHER,0.840,0.476,0.000,0.000,0.159,0.840,0.000,0.000
pisavrese,2,OTHER,0.778,0.476,0.000,0.000,0.222,0.778,0.000,0.000
piuthnialisa,1,NAME-F,0.876,0.476,0.000,0.876,0.123,0.000,0.000,0.000
plece,1,OTHER,0.869,0.476,0.000,0.000,0.131,0.869,0.000,0.000
pracna,1,OTHER,0.865,0.476,0.000,0.002,0.132,0.865,0.000,0.000
praetor,1,OTHER,0.889,0.476,0.000,0.072,0.038,0.889,0.001,0.000
praidad,1,NAME-F,0.714,0.476,0.000,0.714,0.248,0.036,0.001,0.000
pramod,1,NAME-M,0.734,0.476,0.000,0.191,0.734,0.075,0.000,0.000
precnaitus,1,NAME-M,0.854,0.476,0.000,0.000,0.854,0.146,0.000,0.000
presntesa,1,NAME-M,0.876,0.476,0.000,0.002,0.876,0.123,0.000,0.000
presntessa,1,OTHER,0.886,0.476,0.000,0.003,0.110,0.886,0.000,0.000
prucius,1,NAME-M,0.763,0.476,0.000,0.001,0.763,0.236,0.000,0.000
prumathnialisa,1,NAME-F,0.805,0.476,0.000,0.805,0.195,0.000,0.000,0.000
puci,1,OTHER,0.785,0.476,0.000,0.026,0.189,0.785,0.000,0.000
pucsina,1,NAME-M,0.830,0.476,0.000,0.011,0.830,0.159,0.000,0.000
pulfna,2,OTHER,0.850,0.476,0.000,0.012,0.138,0.850,0.000,0.000
pulfnasa,3,NAME-M,0.791,0.476,0.000,0.209,0.791,0.000,0.000,0.000
puspmas,1,NAME-M,0.869,0.476,0.000,0.001,0.869,0.130,0.000,0.000
pvblii,1,NAME-M,0.702,0.476,0.000,0.297,0.702,0.000,0.000,0.000
qutum,2,NAME-M,0.768,0.476,0.000,0.002,0.768,0.000,0.000,0.229
qvaistor,1,OTHER,0.815,0.476,0.000,0.055,0.002,0.815,0.127,0.001
rac,1,NAME-M,0.748,0.476,0.000,0.249,0.748,0.003,0.000,0.000
rach,1,NAME-M,0.779,0.476,0.000,0.134,0.779,0.084,0.003,0.000
rachth,2,VERB,0.821,0.476,0.000,0.023,0.147,0.003,0.006,0.821
ramthasa,1,NAME-M,0.848,0.476,0.000,0.152,0.848,0.000,0.000,0.000
ranza,1,NAME-M,0.754,0.476,0.000,0.002,0.754,0.245,0.000,0.000
rapi,1,NAME-F,0.822,0.476,0.000,0.822,0.178,0.000,0.000,0.000
ravae,1,OTHER,0.835,0.476,0.000,0.000,0.165,0.835,0.000,0.000
ravntza,1,NAME-M,0.745,0.476,0.000,0.001,0.745,0.254,0.000,0.000
ravzus,1,NAME-M,0.869,0.476,0.000,0.001,0.869,0.130,0.000,0.000
reithna,1,NAME-M,0.862,0.476,0.000,0.137,0.862,0.000,0.000,0.000
remzna,7,NAME-F,0.852,0.476,0.000,0.852,0.147,0.000,0.000,0.000
repinec,1,NAME-F,0.768,0.476,0.000,0.768,0.231,0.000,0.000,0.000
rii,1,OTHER,0.803,0.476,0.000,0.030,0.167,0.803,0.000,0.000
ritapepemaissinake,1,OTHER,0.853,0.476,0.000,0.058,0.089,0.853,0.000,0.000
rumathes,1,NAME-M,0.722,0.476,0.000,0.000,0.722,0.278,0.000,0.000
rutania,1,NAME-F,0.853,0.476,0.000,0.853,0.063,0.083,0.000,0.000
rutsnisla,1,NAME-M,0.873,0.476,0.000,0.086,0.873,0.041,0.000,0.000
ruze,1,NAME-M,0.842,0.476,0.000,0.005,0.842,0.152,0.000,0.000
rvssinaei,1,OTHER,0.883,0.476,0.000,0.108,0.008,0.883,0.000,0.000
sacnicleri,3,NAME-F,0.736,0.476,0.000,0.736,0.035,0.000,0.000,0.229
sacnisa,2,NAME-M,0.759,0.476,0.000,0.241,0.759,0.000,0.000,0.000
sacniu,1,NAME-M,0.706,0.476,0.000,0.030,0.706,0.263,0.000,0.000
sal,1,NAME-M,0.737,0.476,0.000,0.246,0.737,0.000,0.016,0.000
salthn,1,OTHER,0.738,0.476,0.000,0.149,0.112,0.738,0.000,0.000
sara,1,NAME-M,0.805,0.476,0.000,0.034,0.805,0.161,0.000,0.000
satnalc,1,NAME-F,0.775,0.476,0.000,0.775,0.225,0.000,0.000,0.000
sauturini,2,NAME-F,0.746,0.476,0.000,0.746,0.254,0.000,0.000,0.000
scana,1,NAME-M,0.743,0.476,0.000,0.016,0.743,0.241,0.000,0.000
sce,2,VERB,0.891,0.476,0.000,0.000,0.109,0.000,0.000,0.891
scuna,1,NAME-M,0.735,0.476,0.000,0.024,0.735,0.240,0.000,0.000
scunsi,1,NAME-M,0.820,0.476,0.000,0.176,0.820,0.000,0.003,0.000
scusifi,1,NAME-F,0.766,0.476,0.000,0.766,0.234,0.000,0.000,0.000
scvetrusi,1,NAME-M,0.739,0.476,0.000,0.260,0.739,0.000,0.001,0.000
sechc,1,OTHER,0.710,0.476,0.000,0.013,0.277,0.710,0.000,0.000
secna,1,OTHER,0.762,0.476,0.000,0.008,0.230,0.762,0.000,0.000
seic,1,NAME-M,0.747,0.476,0.000,0.252,0.747,0.000,0.000,0.000
seimes,1,NAME-M,0.815,0.476,0.000,0.004,0.815,0.182,0.000,0.000
semproni,1,NAME-F,0.868,0.476,0.000,0.868,0.018,0.114,0.000,0.000
senatia,1,NAME-F,0.846,0.476,0.000,0.846,0.139,0.014,0.000,0.000
septimios,1,OTHER,0.850,0.476,0.000,0.000,0.149,0.850,0.001,0.000
serfue,1,NAME-M,0.846,0.476,0.000,0.150,0.846,0.003,0.001,0.000
serturna,1,NAME-M,0.812,0.476,0.000,0.007,0.812,0.181,0.000,0.000
sesiu,1,NAME-M,0.875,0.476,0.000,0.001,0.875,0.124,0.000,0.000
sethi,1,NAME-F,0.711,0.476,0.000,0.711,0.056,0.232,0.000,0.000
sethrepazini,1,NAME-F,0.875,0.476,0.000,0.875,0.109,0.016,0.000,0.000
sethrnialisa,2,NAME-F,0.891,0.476,0.000,0.891,0.109,0.000,0.000,0.000
siimni,1,NAME-F,0.746,0.476,0.000,0.746,0.181,0.073,0.000,0.000
sina,1,NAME-M,0.712,0.476,0.000,0.002,0.712,0.286,0.000,0.000
sinivelu,1,NAME-M,0.847,0.476,0.000,0.008,0.847,0.145,0.000,0.000
sivai,1,OTHER,0.756,0.476,0.000,0.067,0.177,0.756,0.000,0.000
slathnu,1,NAME-M,0.843,0.476,0.000,0.003,0.843,0.153,0.000,0.000
smi,1,OTHER,0.712,0.476,0.000,0.034,0.254,0.712,0.000,0.000
sminthiakske,1,OTHER,0.778,0.476,0.000,0.002,0.221,0.778,0.000,0.000
spanti,2,NAME-F,0.850,0.476,0.000,0.850,0.150,0.000,0.000,0.000
spuninasii,1,NAME-M,0.841,0.476,0.000,0.079,0.841,0.080,0.000,0.000
spural,5,NAME-F,0.749,0.476,0.000,0.749,0.149,0.000,0.000,0.102
spurana,2,NAME-M,0.878,0.476,0.000,0.120,0.878,0.000,0.000,0.002
spuriesc,1,NAME-M,0.880,0.476,0.000,0.120,0.880,0.000,0.000,0.000
spuru,1,OTHER,0.830,0.476,0.000,0.000,0.170,0.830,0.000,0.000
spvrinnae,1,OTHER,0.708,0.476,0.000,0.002,0.289,0.708,0.000,0.000
srth,1,OTHER,0.898,0.476,0.000,0.000,0.102,0.898,0.000,0.000
ssss,1,OTHER,0.810,0.476,0.000,0.002,0.189,0.810,0.000,0.000
statiesi,1,NAME-M,0.859,0.476,0.000,0.003,0.859,0.138,0.000,0.000
statiest,1,OTHER,0.815,0.476,0.000,0.001,0.184,0.815,0.000,0.000
steniasa,1,NAME-M,0.866,0.476,0.000,0.132,0.866,0.002,0.000,0.000
stenule,1,OTHER,0.899,0.476,0.000,0.000,0.101,0.899,0.000,0.000
sthanr,1,OTHER,0.853,0.476,0.000,0.052,0.089,0.853,0.006,0.000
sucu,1,NAME-M,0.863,0.476,0.000,0.009,0.863,0.128,0.000,0.000
sulusi,1,NAME-M,0.760,0.476,0.000,0.240,0.760,0.000,0.000,0.000
suthike,1,NAME-M,0.840,0.476,0.000,0.013,0.840,0.005,0.000,0.143
suthin,1,OTHER,0.780,0.476,0.000,0.024,0.197,0.780,0.000,0.000
sval,2,NAME-M,0.855,0.476,0.000,0.002,0.855,0.000,0.000,0.143
svdernia,1,NAME-M,0.703,0.476,0.000,0.297,0.703,0.000,0.000,0.000
svlpicii,1,OTHER,0.897,0.476,0.000,0.001,0.101,0.897,0.000,0.000
tameresca,1,NAME-M,0.886,0.476,0.000,0.001,0.886,0.000,0.085,0.028
tames,1,OTHER,0.771,0.476,0.000,0.000,0.229,0.771,0.000,0.000
tarchnaialisa,1,NAME-F,0.837,0.476,0.000,0.837,0.163,0.000,0.000,0.000
tarchnalthi,1,NAME-F,0.825,0.476,0.000,0.825,0.164,0.000,0.000,0.011
taseoi,1,NAME-M,0.803,0.476,0.000,0.196,0.803,0.001,0.000,0.000
tatha,1,NAME-M,0.891,0.476,0.000,0.101,0.891,0.008,0.000,0.000
tatve,1,OTHER,0.888,0.476,0.000,0.001,0.112,0.888,0.000,0.000
tava,1,OTHER,0.754,0.476,0.000,0.000,0.245,0.754,0.000,0.000
teces,1,NAME-M,0.802,0.476,0.000,0.000,0.802,0.198,0.000,0.000
tecsa,1,NAME-M,0.763,0.476,0.000,0.046,0.763,0.191,0.000,0.000
telsina,1,NAME-M,0.809,0.476,0.000,0.011,0.809,0.180,0.000,0.000
tenthur,2,NAME-M,0.871,0.476,0.000,0.000,0.871,0.000,0.000,0.129
thac,1,NAME-M,0.719,0.476,0.000,0.276,0.719,0.005,0.000,0.000
thaclth,1,NAME-M,0.855,0.476,0.000,0.071,0.855,0.003,0.031,0.039
thanachti,2,NAME-F,0.703,0.476,0.000,0.703,0.033,0.264,0.000,0.000
thanasasa,1,NAME-M,0.864,0.476,0.000,0.133,0.864,0.003,0.000,0.000
thanchvi,1,NAME-F,0.854,0.476,0.000,0.854,0.111,0.035,0.000,0.000
thanuri,1,NAME-F,0.846,0.476,0.000,0.846,0.154,0.000,0.000,0.000
thanuvilufui,1,OTHER,0.732,0.476,0.000,0.266,0.002,0.732,0.000,0.000
thavlra,1,OTHER,0.781,0.476,0.000,0.021,0.198,0.781,0.000,0.000
therinialisasa,1,NAME-F,0.802,0.476,0.000,0.802,0.198,0.000,0.000,0.000
thremsini,1,NAME-F,0.844,0.476,0.000,0.844,0.114,0.042,0.000,0.000
thrin,1,OTHER,0.837,0.476,0.000,0.025,0.137,0.837,0.000,0.000
thrmthpetati,1,NAME-F,0.883,0.476,0.000,0.883,0.001,0.116,0.000,0.000
thucl,1,NAME-M,0.820,0.476,0.000,0.179,0.820,0.001,0.000,0.000
thukerakiltusthuvep,1,OTHER,0.868,0.476,0.000,0.001,0.128,0.868,0.003,0.000
thun,3,NAME-M,0.838,0.476,0.000,0.002,0.838,0.160,0.000,0.000
thuni,1,NAME-F,0.858,0.476,0.000,0.858,0.142,0.000,0.000,0.000
thuta,2,VERB,0.705,0.476,0.000,0.000,0.285,0.000,0.009,0.705
thuvflthasi,1,NAME-M,0.854,0.476,0.000,0.116,0.854,0.000,0.030,0.000
tiliaiitl,1,NAME-F,0.866,0.476,0.000,0.866,0.002,0.132,0.000,0.000
tinespna,1,OTHER,0.769,0.476,0.000,0.081,0.150,0.769,0.000,0.000
tiniia,1,NAME-F,0.805,0.476,0.000,0.805,0.071,0.124,0.000,0.000
tinsi,5,NAME-F,0.881,0.476,0.000,0.881,0.076,0.001,0.043,0.000
tinusilaut,1,NAME-M,0.761,0.476,0.000,0.150,0.761,0.089,0.000,0.000
tipe,1,OTHER,0.866,0.476,0.000,0.007,0.127,0.866,0.000,0.000
tipii,1,OTHER,0.790,0.476,0.000,0.132,0.077,0.790,0.000,0.000
tiscusn,1,NAME-M,0.810,0.476,0.000,0.190,0.810,0.000,0.000,0.000
titel,1,OTHER,0.791,0.476,0.000,0.118,0.092,0.791,0.000,0.000
titprla,1,OTHER,0.848,0.476,0.000,0.130,0.023,0.848,0.000,0.000
tiur,3,NAME-M,0.715,0.476,0.000,0.000,0.715,0.000,0.000,0.285
tlesneialisa,1,NAME-F,0.887,0.476,0.000,0.887,0.113,0.000,0.000,0.000
tni,1,NAME-F,0.701,0.476,0.000,0.701,0.209,0.091,0.000,0.000
trepusa,1,NAME-M,0.866,0.476,0.000,0.095,0.866,0.040,0.000,0.000
truchiles,2,NAME-M,0.737,0.476,0.000,0.000,0.737,0.263,0.000,0.000
trufu,1,NAME-M,0.899,0.476,0.000,0.024,0.899,0.077,0.000,0.000
tsa,1,OTHER,0.715,0.476,0.000,0.059,0.225,0.715,0.000,0.000
tumesniiu,1,OTHER,0.826,0.476,0.000,0.000,0.174,0.826,0.000,0.000
tunas,1,NAME-M,0.816,0.476,0.000,0.000,0.816,0.184,0.000,0.000
tusnu,2,OTHER,0.733,0.476,0.000,0.001,0.267,0.733,0.000,0.000
tutis,1,OTHER,0.834,0.476,0.000,0.001,0.165,0.834,0.000,0.000
uchums,1,OTHER,0.826,0.476,0.000,0.001,0.173,0.826,0.000,0.000
ucx,1,NAME-M,0.835,0.476,0.000,0.165,0.835,0.000,0.000,0.000
uei,1,OTHER,0.760,0.476,0.000,0.226,0.014,0.760,0.000,0.000
ular,1,OTHER,0.875,0.476,0.000,0.005,0.120,0.875,0.000,0.000
ulugerna,1,OTHER,0.813,0.476,0.000,0.015,0.173,0.813,0.000,0.000
umni,1,OTHER,0.794,0.476,0.000,0.178,0.028,0.794,0.000,0.000
umucesthafna,1,OTHER,0.847,0.476,0.000,0.000,0.153,0.847,0.000,0.000
urfasa,1,NAME-M,0.865,0.476,0.000,0.135,0.865,0.000,0.000,0.000
urstine,1,NAME-M,0.832,0.476,0.000,0.132,0.832,0.036,0.000,0.000
useli,1,NAME-F,0.879,0.476,0.000,0.879,0.121,0.000,0.000,0.000
uslanesec,1,NAME-M,0.807,0.476,0.000,0.193,0.807,0.000,0.000,0.000
utani,1,NAME-F,0.879,0.476,0.000,0.879,0.121,0.000,0.000,0.000
uzinas,1,NAME-M,0.754,0.476,0.000,0.000,0.754,0.246,0.000,0.000
vacilir,2,NAME-M,0.780,0.476,0.000,0.187,0.780,0.027,0.006,0.000
vacl,1,NAME-M,0.869,0.476,0.000,0.118,0.869,0.009,0.004,0.000
vaii,1,OTHER,0.854,0.476,0.000,0.003,0.144,0.854,0.000,0.000
var,2,NAME-M,0.893,0.476,0.000,0.000,0.893,0.000,0.050,0.057
variau,1,OTHER,0.872,0.476,0.000,0.014,0.114,0.872,0.000,0.000
vatieche,1,VERB,0.808,0.476,0.000,0.000,0.177,0.000,0.015,0.808
veisin,1,NAME-M,0.785,0.476,0.000,0.215,0.785,0.000,0.000,0.000
velani,1,NAME-F,0.755,0.476,0.000,0.755,0.245,0.000,0.000,0.000
velch,1,OTHER,0.801,0.476,0.000,0.009,0.190,0.801,0.000,0.000
