word,freq,pred_class,prob_raw,prob_cal,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
spante,1,NAME-M,0.821,0.566,0.001,0.821,0.178,0.000,0.000
spati,1,NAME-F,0.882,0.566,0.882,0.075,0.043,0.000,0.000
spitucs,1,NAME-M,0.748,0.566,0.005,0.748,0.247,0.000,0.000
splatura,1,NAME-M,0.754,0.566,0.007,0.754,0.239,0.000,0.000
spur,1,OTHER,0.795,0.566,0.066,0.139,0.795,0.000,0.000
spural,5,NAME-M,0.768,0.566,0.231,0.768,0.002,0.000,0.000
spurethi,1,NAME-F,0.800,0.566,0.800,0.075,0.125,0.000,0.000
spuriesc,1,NAME-M,0.888,0.566,0.027,0.888,0.085,0.000,0.000
sran,2,OTHER,0.749,0.566,0.000,0.250,0.749,0.000,0.000
sren,1,OTHER,0.830,0.566,0.000,0.170,0.830,0.000,0.000
stenia,1,NAME-M,0.834,0.566,0.148,0.834,0.018,0.000,0.000
stenule,1,OTHER,0.876,0.566,0.000,0.124,0.876,0.000,0.000
streta,1,OTHER,0.801,0.566,0.002,0.198,0.801,0.000,0.000
stx,1,OTHER,0.792,0.566,0.005,0.203,0.792,0.000,0.000
sualusmi,1,NAME-M,0.808,0.566,0.133,0.808,0.060,0.000,0.000
sucisnaia,1,NAME-M,0.788,0.566,0.139,0.788,0.073,0.000,0.000
sucu,1,NAME-M,0.852,0.566,0.002,0.852,0.145,0.000,0.000
suntheruza,1,NAME-M,0.884,0.566,0.000,0.884,0.116,0.000,0.000
suplne,1,NAME-M,0.894,0.566,0.003,0.894,0.103,0.000,0.000
supnaial,1,NAME-F,0.767,0.566,0.767,0.233,0.000,0.000,0.000
supri,1,NAME-M,0.805,0.566,0.047,0.805,0.148,0.000,0.000
susnal,1,NAME-F,0.811,0.566,0.811,0.189,0.000,0.000,0.000
suth,1,NAME-M,0.717,0.566,0.000,0.717,0.283,0.000,0.000
suthic,1,NAME-M,0.878,0.566,0.013,0.878,0.109,0.000,0.000
suthike,1,OTHER,0.844,0.566,0.001,0.156,0.844,0.000,0.000
suthin,1,NAME-M,0.750,0.566,0.008,0.750,0.242,0.000,0.000
suthpranem,1,OTHER,0.861,0.566,0.007,0.132,0.861,0.000,0.000
sval,2,NAME-M,0.848,0.566,0.108,0.848,0.044,0.000,0.000
svalce,6,OTHER,0.865,0.566,0.000,0.135,0.865,0.000,0.000
svec,2,NAME-M,0.781,0.566,0.002,0.781,0.216,0.000,0.000
sveleric,1,NAME-M,0.868,0.566,0.001,0.868,0.131,0.000,0.000
tal,1,NAME-M,0.825,0.566,0.170,0.825,0.005,0.000,0.000
talami,1,NAME-M,0.794,0.566,0.166,0.794,0.040,0.000,0.000
tani,1,NAME-F,0.795,0.566,0.795,0.113,0.092,0.000,0.000
tania,2,NAME-M,0.827,0.566,0.087,0.827,0.086,0.000,0.000
tarchnalthi,1,NAME-F,0.894,0.566,0.894,0.100,0.005,0.000,0.000
tarchnieialisa,1,NAME-F,0.724,0.566,0.724,0.276,0.000,0.000,0.000
tase,1,OTHER,0.838,0.566,0.000,0.162,0.838,0.000,0.000
tatha,1,OTHER,0.730,0.566,0.000,0.269,0.730,0.000,0.000
tava,1,NAME-M,0.862,0.566,0.001,0.862,0.138,0.000,0.000
tece,2,NAME-M,0.787,0.566,0.000,0.787,0.213,0.000,0.000
teces,1,NAME-M,0.830,0.566,0.000,0.830,0.170,0.000,0.000
ten,1,OTHER,0.763,0.566,0.000,0.237,0.763,0.000,0.000
tenthurc,1,NAME-M,0.871,0.566,0.001,0.871,0.127,0.000,0.000
tenurilxxxiii,1,OTHER,0.725,0.566,0.016,0.260,0.725,0.000,0.000
tetaia,1,NAME-M,0.733,0.566,0.017,0.733,0.251,0.000,0.000
tetialu,2,NAME-M,0.885,0.566,0.010,0.885,0.104,0.000,0.000
tha,3,NAME-M,0.798,0.566,0.001,0.798,0.201,0.000,0.000
thalna,1,NAME-M,0.743,0.566,0.016,0.743,0.242,0.000,0.000
thamuce,1,OTHER,0.834,0.566,0.000,0.166,0.834,0.000,0.000
than,1,OTHER,0.845,0.566,0.001,0.154,0.845,0.000,0.000
thanachvilu,1,NAME-M,0.754,0.566,0.001,0.754,0.246,0.000,0.000
thanatlesneir,1,OTHER,0.871,0.566,0.002,0.128,0.871,0.000,0.000
thanchvilialisa,1,NAME-F,0.794,0.566,0.794,0.206,0.000,0.000,0.000
thanchviluisc,1,NAME-M,0.872,0.566,0.043,0.872,0.085,0.000,0.000
thancvil,1,NAME-M,0.827,0.566,0.147,0.827,0.026,0.000,0.000
thane,1,NAME-M,0.886,0.566,0.001,0.886,0.113,0.000,0.000
thanirv,1,OTHER,0.778,0.566,0.013,0.209,0.778,0.000,0.000
thansinal,1,NAME-F,0.824,0.566,0.824,0.175,0.000,0.000,0.000
thanvialisa,1,NAME-M,0.750,0.566,0.250,0.750,0.000,0.000,0.000
thapicun,4,NAME-M,0.760,0.566,0.001,0.760,0.239,0.000,0.000
tharnaial,1,NAME-F,0.892,0.566,0.892,0.108,0.000,0.000,0.000
thavlra,1,NAME-M,0.853,0.566,0.002,0.853,0.145,0.000,0.000
thavura,1,NAME-M,0.711,0.566,0.002,0.711,0.287,0.000,0.000
thefariei,1,NAME-M,0.823,0.566,0.041,0.823,0.136,0.000,0.000
thei,1,OTHER,0.817,0.566,0.157,0.026,0.817,0.000,0.000
thelazu,3,NAME-M,0.889,0.566,0.001,0.889,0.111,0.000,0.000
thesaniallautnithar,1,NAME-M,0.831,0.566,0.160,0.831,0.009,0.000,0.000
thestia,1,NAME-M,0.794,0.566,0.158,0.794,0.048,0.000,0.000
thezlie,2,OTHER,0.725,0.566,0.000,0.274,0.725,0.000,0.000
thnal,1,NAME-F,0.878,0.566,0.878,0.122,0.000,0.000,0.000
thra,1,NAME-M,0.898,0.566,0.000,0.898,0.102,0.000,0.000
thrin,1,NAME-M,0.881,0.566,0.005,0.881,0.114,0.000,0.000
thucer,1,OTHER,0.892,0.566,0.001,0.107,0.892,0.000,0.000
thucht,2,NAME-M,0.891,0.566,0.001,0.891,0.108,0.000,0.000
thuflthao,1,OTHER,0.780,0.566,0.001,0.219,0.780,0.000,0.000
thunem,2,OTHER,0.812,0.566,0.007,0.182,0.812,0.000,0.000
thunis,1,NAME-M,0.856,0.566,0.001,0.856,0.142,0.000,0.000
thur,1,OTHER,0.763,0.566,0.012,0.225,0.763,0.000,0.000
thusti,1,NAME-M,0.796,0.566,0.139,0.796,0.065,0.000,0.000
thuta,2,NAME-M,0.875,0.566,0.000,0.875,0.125,0.000,0.000
thve,1,NAME-M,0.708,0.566,0.004,0.708,0.288,0.000,0.000
tiliaiitl,1,NAME-F,0.866,0.566,0.866,0.033,0.101,0.000,0.000
tinespna,1,NAME-M,0.711,0.566,0.043,0.711,0.246,0.000,0.000
tintsle,1,OTHER,0.857,0.566,0.000,0.143,0.857,0.000,0.000
tipeia,1,NAME-F,0.797,0.566,0.797,0.197,0.006,0.000,0.000
tite,11,NAME-M,0.849,0.566,0.004,0.849,0.147,0.000,0.000
titesi,1,OTHER,0.708,0.566,0.108,0.184,0.708,0.000,0.000
titis,1,OTHER,0.878,0.566,0.004,0.119,0.878,0.000,0.000
titl,1,OTHER,0.898,0.566,0.077,0.025,0.898,0.000,0.000
titlnies,1,NAME-M,0.711,0.566,0.001,0.711,0.288,0.000,0.000
tituies,1,NAME-M,0.897,0.566,0.000,0.897,0.103,0.000,0.000
tiur,3,OTHER,0.890,0.566,0.035,0.075,0.890,0.000,0.000
tlesnaial,1,NAME-F,0.808,0.566,0.808,0.191,0.002,0.000,0.000
tlesneial,4,NAME-F,0.884,0.566,0.884,0.116,0.000,0.000,0.000
tlesneialisa,1,NAME-F,0.752,0.566,0.752,0.248,0.000,0.000,0.000
tmia,1,NAME-M,0.721,0.566,0.002,0.721,0.278,0.000,0.000
tmnal,1,NAME-F,0.873,0.566,0.873,0.123,0.004,0.000,0.000
tremi,1,OTHER,0.811,0.566,0.026,0.162,0.811,0.000,0.000
trepie,1,OTHER,0.712,0.566,0.000,0.288,0.712,0.000,0.000
trepties,1,NAME-M,0.721,0.566,0.000,0.721,0.279,0.000,0.000
trepu,1,OTHER,0.874,0.566,0.002,0.125,0.874,0.000,0.000
treseles,1,NAME-M,0.892,0.566,0.000,0.892,0.108,0.000,0.000
treten,1,OTHER,0.859,0.566,0.000,0.141,0.859,0.000,0.000
triile,1,OTHER,0.722,0.566,0.000,0.278,0.722,0.000,0.000
trin,2,OTHER,0.709,0.566,0.003,0.288,0.709,0.000,0.000
truchiles,2,NAME-M,0.723,0.566,0.000,0.723,0.277,0.000,0.000
truialus,1,NAME-M,0.844,0.566,0.002,0.844,0.155,0.000,0.000
truta,1,OTHER,0.834,0.566,0.001,0.165,0.834,0.000,0.000
trutana,1,NAME-M,0.725,0.566,0.001,0.725,0.274,0.000,0.000
tsa,1,NAME-M,0.834,0.566,0.034,0.834,0.132,0.000,0.000
ttitinai,1,NAME-F,0.846,0.566,0.846,0.005,0.149,0.000,0.000
tulerase,1,OTHER,0.755,0.566,0.000,0.245,0.755,0.000,0.000
tunas,1,NAME-M,0.814,0.566,0.000,0.814,0.186,0.000,0.000
tupltia,1,NAME-M,0.763,0.566,0.203,0.763,0.034,0.000,0.000
tura,2,OTHER,0.780,0.566,0.002,0.218,0.780,0.000,0.000
turmna,1,OTHER,0.851,0.566,0.003,0.146,0.851,0.000,0.000
turnma,1,OTHER,0.847,0.566,0.026,0.127,0.847,0.000,0.000
tusnutnie,1,NAME-M,0.786,0.566,0.000,0.786,0.213,0.000,0.000
tusurthi,1,NAME-F,0.849,0.566,0.849,0.088,0.063,0.000,0.000
tut,1,OTHER,0.885,0.566,0.001,0.114,0.885,0.000,0.000
tuteis,1,OTHER,0.868,0.566,0.001,0.131,0.868,0.000,0.000
tutes,2,NAME-M,0.886,0.566,0.000,0.886,0.114,0.000,0.000
tuthina,1,NAME-M,0.775,0.566,0.001,0.775,0.224,0.000,0.000
tuthiu,1,OTHER,0.871,0.566,0.001,0.129,0.871,0.000,0.000
tutis,1,OTHER,0.736,0.566,0.001,0.263,0.736,0.000,0.000
tutnai,1,NAME-F,0.745,0.566,0.745,0.071,0.185,0.000,0.000
tuvthi,1,OTHER,0.801,0.566,0.134,0.065,0.801,0.000,0.000
tvderte,1,OTHER,0.763,0.566,0.001,0.236,0.763,0.000,0.000
uchui,1,OTHER,0.856,0.566,0.131,0.014,0.856,0.000,0.000
uchums,1,NAME-M,0.773,0.566,0.001,0.773,0.226,0.000,0.000
ucumzna,1,NAME-M,0.773,0.566,0.196,0.773,0.031,0.000,0.000
ufi,1,OTHER,0.881,0.566,0.007,0.113,0.881,0.000,0.000
ules,1,NAME-M,0.731,0.566,0.000,0.731,0.269,0.000,0.000
umranal,1,NAME-F,0.834,0.566,0.834,0.156,0.011,0.000,0.000
umucesthafna,1,NAME-M,0.726,0.566,0.000,0.726,0.274,0.000,0.000
unatn,1,NAME-M,0.862,0.566,0.022,0.862,0.117,0.000,0.000
upiku,2,OTHER,0.742,0.566,0.000,0.258,0.742,0.000,0.000
upsidedown,1,OTHER,0.837,0.566,0.007,0.156,0.837,0.000,0.000
upu,1,OTHER,0.734,0.566,0.000,0.266,0.734,0.000,0.000
uratn,1,OTHER,0.859,0.566,0.004,0.137,0.859,0.000,0.000
urfasa,1,NAME-M,0.898,0.566,0.086,0.898,0.016,0.000,0.000
uri,1,OTHER,0.890,0.566,0.040,0.070,0.890,0.000,0.000
ursmnas,1,NAME-M,0.769,0.566,0.000,0.769,0.231,0.000,0.000
urvi,1,OTHER,0.813,0.566,0.124,0.063,0.813,0.000,0.000
ustisa,1,NAME-M,0.900,0.566,0.097,0.900,0.003,0.000,0.000
ustiztite,1,OTHER,0.720,0.566,0.002,0.279,0.720,0.000,0.000
usvlisascietiti,1,NAME-M,0.862,0.566,0.128,0.862,0.010,0.000,0.000
uta,1,OTHER,0.856,0.566,0.000,0.144,0.856,0.000,0.000
utani,1,NAME-F,0.861,0.566,0.861,0.016,0.124,0.000,0.000
utas,1,NAME-M,0.739,0.566,0.000,0.739,0.261,0.000,0.000
utetai,1,OTHER,0.855,0.566,0.101,0.044,0.855,0.000,0.000
uvie,1,NAME-M,0.736,0.566,0.000,0.736,0.264,0.000,0.000
vaii,1,NAME-M,0.716,0.566,0.007,0.716,0.277,0.000,0.000
vanth,3,OTHER,0.759,0.566,0.000,0.241,0.759,0.000,0.000
var,2,NAME-M,0.896,0.566,0.000,0.896,0.104,0.000,0.000
variau,1,NAME-M,0.707,0.566,0.043,0.707,0.250,0.000,0.000
vcina,1,NAME-M,0.792,0.566,0.001,0.792,0.207,0.000,0.000
vechchal,1,NAME-F,0.780,0.566,0.780,0.218,0.002,0.000,0.000
vecial,1,NAME-F,0.861,0.566,0.861,0.139,0.000,0.000,0.000
veichno,1,OTHER,0.824,0.566,0.029,0.147,0.824,0.000,0.000
velani,1,NAME-F,0.722,0.566,0.722,0.277,0.001,0.000,0.000
velc,1,NAME-M,0.791,0.566,0.012,0.791,0.197,0.000,0.000
velcha,1,NAME-M,0.824,0.566,0.003,0.824,0.173,0.000,0.000
velclthi,1,NAME-F,0.712,0.566,0.712,0.277,0.010,0.000,0.000
velia,31,NAME-M,0.896,0.566,0.104,0.896,0.000,0.000,0.000
veliasc,1,NAME-M,0.839,0.566,0.158,0.839,0.003,0.000,0.000
veliternorvm,1,OTHER,0.828,0.566,0.073,0.098,0.828,0.000,0.000
velithanal,1,NAME-F,0.729,0.566,0.729,0.271,0.000,0.000,0.000
velsenalthi,1,NAME-F,0.881,0.566,0.881,0.118,0.001,0.000,0.000
velsui,1,NAME-F,0.795,0.566,0.795,0.153,0.052,0.000,0.000
velthinal,1,NAME-F,0.767,0.566,0.767,0.233,0.000,0.000,0.000
velthure,1,NAME-M,0.818,0.566,0.000,0.818,0.182,0.000,0.000
veluialisa,1,NAME-F,0.712,0.566,0.712,0.288,0.000,0.000,0.000
velusum,1,NAME-M,0.805,0.566,0.001,0.805,0.194,0.000,0.000
ven,1,NAME-M,0.892,0.566,0.001,0.892,0.108,0.000,0.000
venatnal,1,NAME-F,0.850,0.566,0.850,0.150,0.000,0.000,0.000
venelu,1,NAME-M,0.878,0.566,0.001,0.878,0.120,0.000,0.000
venezesial,1,NAME-F,0.862,0.566,0.862,0.138,0.000,0.000,0.000
venu,1,NAME-M,0.802,0.566,0.001,0.802,0.197,0.000,0.000
venzamalni,1,NAME-F,0.832,0.566,0.832,0.165,0.002,0.000,0.000
venznialisa,1,NAME-F,0.774,0.566,0.774,0.226,0.000,0.000,0.000
vepui,1,NAME-F,0.799,0.566,0.799,0.099,0.102,0.000,0.000
vere,1,NAME-M,0.876,0.566,0.000,0.876,0.124,0.000,0.000
vesv,1,NAME-M,0.846,0.566,0.001,0.846,0.152,0.000,0.000
vetanal,1,NAME-F,0.780,0.566,0.780,0.220,0.000,0.000,0.000
vetialisa,1,NAME-F,0.854,0.566,0.854,0.146,0.000,0.000,0.000
vetnialisa,2,NAME-F,0.794,0.566,0.794,0.206,0.000,0.000,0.000
vheisalnaia,1,NAME-F,0.702,0.566,0.702,0.294,0.004,0.000,0.000
viiiiiii,1,NAME-M,0.808,0.566,0.113,0.808,0.079,0.000,0.000
viliasa,1,NAME-M,0.831,0.566,0.169,0.831,0.000,0.000,0.000
vinel,1,NAME-M,0.754,0.566,0.237,0.754,0.009,0.000,0.000
vipa,1,NAME-M,0.828,0.566,0.021,0.828,0.151,0.000,0.000
vipea,1,NAME-M,0.798,0.566,0.179,0.798,0.023,0.000,0.000
vipiakarmunipi,1,NAME-F,0.848,0.566,0.848,0.152,0.000,0.000,0.000
vipiasa,1,NAME-M,0.765,0.566,0.235,0.765,0.000,0.000,0.000
vipsl,1,NAME-M,0.835,0.566,0.161,0.835,0.004,0.000,0.000
vle,1,NAME-M,0.807,0.566,0.000,0.807,0.193,0.000,0.000
vlesial,2,NAME-M,0.766,0.566,0.234,0.766,0.000,0.000,0.000
vnenaemlmluluvace,1,OTHER,0.880,0.566,0.000,0.120,0.880,0.000,0.000
vngvento,1,OTHER,0.878,0.566,0.005,0.118,0.878,0.000,0.000
voltios,1,OTHER,0.741,0.566,0.000,0.258,0.741,0.000,0.000
vus,1,NAME-M,0.882,0.566,0.000,0.882,0.118,0.000,0.000
xexiiii,1,OTHER,0.845,0.566,0.037,0.117,0.845,0.000,0.000
xlx,1,OTHER,0.846,0.566,0.003,0.151,0.846,0.000,0.000
xxx,1,OTHER,0.810,0.566,0.001,0.189,0.810,0.000,0.000
zaipies,1,NAME-M,0.775,0.566,0.000,0.775,0.225,0.000,0.000
zalus,1,NAME-M,0.794,0.566,0.000,0.794,0.206,0.000,0.000
zalzelriniie,1,OTHER,0.729,0.566,0.001,0.270,0.729,0.000,0.000
zarmaies,1,OTHER,0.795,0.566,0.000,0.205,0.795,0.000,0.000
zathrmis,1,OTHER,0.799,0.566,0.000,0.201,0.799,0.000,0.000
zathrms,1,OTHER,0.844,0.566,0.000,0.156,0.844,0.000,0.000
zathrumsne,1,OTHER,0.733,0.566,0.000,0.267,0.733,0.000,0.000
zatneal,1,NAME-F,0.785,0.566,0.785,0.205,0.010,0.000,0.000
zec,1,OTHER,0.805,0.566,0.011,0.185,0.805,0.000,0.000
zecsa,1,NAME-M,0.774,0.566,0.074,0.774,0.152,0.000,0.000
zelcu,1,OTHER,0.856,0.566,0.002,0.142,0.856,0.000,0.000
zerina,1,OTHER,0.771,0.566,0.001,0.229,0.771,0.000,0.000
zeris,2,OTHER,0.832,0.566,0.002,0.165,0.832,0.000,0.000
zic,4,OTHER,0.783,0.566,0.001,0.217,0.783,0.000,0.000
zilachnthas,1,NAME-M,0.804,0.566,0.000,0.804,0.196,0.000,0.000
zilachunthus,1,NAME-M,0.726,0.566,0.000,0.726,0.274,0.000,0.000
zilathus,2,NAME-M,0.810,0.566,0.000,0.810,0.190,0.000,0.000
zilci,5,OTHER,0.859,0.566,0.018,0.123,0.859,0.000,0.000
zimarus,1,OTHER,0.796,0.566,0.000,0.204,0.796,0.000,0.000
zinttas,1,OTHER,0.739,0.566,0.000,0.261,0.739,0.000,0.000
zra,1,OTHER,0.775,0.566,0.003,0.223,0.775,0.000,0.000
zraies,1,NAME-M,0.859,0.566,0.000,0.859,0.141,0.000,0.000
zru,1,OTHER,0.820,0.566,0.000,0.180,0.820,0.000,0.000
zuqu,1,OTHER,0.743,0.566,0.000,0.257,0.743,0.000,0.000
zuslei,1,OTHER,0.895,0.566,0.020,0.085,0.895,0.000,0.000
aapia,1,NAME-M,0.509,0.426,0.041,0.509,0.450,0.000,0.000
abiana,1,NAME-M,0.609,0.426,0.006,0.609,0.385,0.000,0.000
achaprialicevenelusp,1,NAME-M,0.518,0.426,0.221,0.518,0.261,0.000,0.000
achnus,1,NAME-M,0.692,0.426,0.001,0.692,0.307,0.000,0.000
acnatna,1,OTHER,0.573,0.426,0.017,0.410,0.573,0.000,0.000
aecthli,1,OTHER,0.663,0.426,0.300,0.036,0.663,0.000,0.000
aevlti,1,OTHER,0.509,0.426,0.098,0.393,0.509,0.000,0.000
afle,1,NAME-M,0.620,0.426,0.000,0.620,0.380,0.000,0.000
afun,1,NAME-M,0.511,0.426,0.001,0.511,0.488,0.000,0.000
ahatrunie,1,OTHER,0.656,0.426,0.000,0.344,0.656,0.000,0.000
aiclan,1,OTHER,0.649,0.426,0.032,0.319,0.649,0.000,0.000
aisar,2,NAME-M,0.607,0.426,0.053,0.607,0.340,0.000,0.000
aisasi,1,NAME-M,0.666,0.426,0.273,0.666,0.061,0.000,0.000
aisiuthrice,1,OTHER,0.518,0.426,0.001,0.481,0.518,0.000,0.000
aithna,1,NAME-M,0.637,0.426,0.004,0.637,0.358,0.000,0.000
akius,1,NAME-M,0.691,0.426,0.000,0.691,0.309,0.000,0.000
ale,2,OTHER,0.594,0.426,0.000,0.406,0.594,0.000,0.000
alepu,1,OTHER,0.669,0.426,0.005,0.327,0.669,0.000,0.000
alethnal,1,NAME-F,0.613,0.426,0.613,0.377,0.009,0.000,0.000
aliqu,2,NAME-M,0.546,0.426,0.012,0.546,0.442,0.000,0.000
alp,1,OTHER,0.580,0.426,0.089,0.331,0.580,0.000,0.000
alsase,1,OTHER,0.541,0.426,0.005,0.454,0.541,0.000,0.000
alsiia,1,NAME-M,0.560,0.426,0.417,0.560,0.023,0.000,0.000
altui,1,OTHER,0.637,0.426,0.352,0.011,0.637,0.000,0.000
anchar,1,NAME-M,0.527,0.426,0.018,0.527,0.455,0.000,0.000
anicisa,1,NAME-F,0.692,0.426,0.692,0.308,0.000,0.000,0.000
ankariu,1,OTHER,0.513,0.426,0.004,0.483,0.513,0.000,0.000
antar,1,OTHER,0.634,0.426,0.007,0.359,0.634,0.000,0.000
apac,1,OTHER,0.561,0.426,0.001,0.438,0.561,0.000,0.000
apanal,1,NAME-M,0.640,0.426,0.356,0.640,0.005,0.000,0.000
apasi,1,NAME-M,0.523,0.426,0.008,0.523,0.470,0.000,0.000
apie,2,NAME-M,0.661,0.426,0.000,0.661,0.339,0.000,0.000
apirase,2,OTHER,0.572,0.426,0.000,0.428,0.572,0.000,0.000
apnal,1,NAME-M,0.552,0.426,0.444,0.552,0.004,0.000,0.000
aprthnal,1,NAME-M,0.506,0.426,0.494,0.506,0.000,0.000,0.000
apunial,2,NAME-F,0.636,0.426,0.636,0.363,0.001,0.000,0.000
arath,1,NAME-M,0.652,0.426,0.001,0.652,0.347,0.000,0.000
archisa,1,NAME-F,0.655,0.426,0.655,0.345,0.000,0.000,0.000
ariitio,1,OTHER,0.523,0.426,0.025,0.452,0.523,0.000,0.000
arimn,1,NAME-M,0.549,0.426,0.010,0.549,0.441,0.000,0.000
aripa,1,NAME-M,0.541,0.426,0.041,0.541,0.418,0.000,0.000
ariz,1,OTHER,0.598,0.426,0.031,0.371,0.598,0.000,0.000
arkren,1,OTHER,0.597,0.426,0.001,0.402,0.597,0.000,0.000
arntlei,3,NAME-M,0.509,0.426,0.483,0.509,0.008,0.000,0.000
arntnialisasa,1,NAME-F,0.543,0.426,0.543,0.457,0.000,0.000,0.000
arntnisa,1,NAME-F,0.501,0.426,0.501,0.499,0.000,0.000,0.000
aruserialisa,1,NAME-F,0.543,0.426,0.543,0.457,0.000,0.000,0.000
arutemacen,1,OTHER,0.650,0.426,0.000,0.350,0.650,0.000,0.000
arzal,2,NAME-M,0.585,0.426,0.414,0.585,0.000,0.000,0.000
asialise,1,NAME-M,0.639,0.426,0.195,0.639,0.166,0.000,0.000
astnatpu,1,NAME-M,0.654,0.426,0.003,0.654,0.343,0.000,0.000
atana,2,OTHER,0.557,0.426,0.000,0.443,0.557,0.000,0.000
ath,12,NAME-M,0.670,0.426,0.000,0.670,0.330,0.000,0.000
athnu,1,OTHER,0.615,0.426,0.001,0.384,0.615,0.000,0.000
athti,1,OTHER,0.547,0.426,0.259,0.194,0.547,0.000,0.000
atina,1,OTHER,0.529,0.426,0.001,0.470,0.529,0.000,0.000
atiu,1,OTHER,0.622,0.426,0.001,0.377,0.622,0.000,0.000
auli,2,NAME-F,0.517,0.426,0.517,0.148,0.335,0.000,0.000
auln,1,OTHER,0.632,0.426,0.012,0.356,0.632,0.000,0.000
aulza,1,NAME-M,0.579,0.426,0.002,0.579,0.419,0.000,0.000
aunasathi,1,NAME-F,0.660,0.426,0.660,0.177,0.163,0.000,0.000
avfidii,1,NAME-M,0.629,0.426,0.022,0.629,0.349,0.000,0.000
avilusme,1,NAME-M,0.580,0.426,0.011,0.580,0.409,0.000,0.000
avka,1,OTHER,0.597,0.426,0.001,0.402,0.597,0.000,0.000
avlesthan,1,NAME-M,0.543,0.426,0.000,0.543,0.457,0.000,0.000
broccevs,1,OTHER,0.625,0.426,0.001,0.374,0.625,0.000,0.000
cai,3,NAME-M,0.581,0.426,0.339,0.581,0.080,0.000,0.000
caica,1,OTHER,0.594,0.426,0.059,0.347,0.594,0.000,0.000
cainiz,1,NAME-F,0.577,0.426,0.577,0.376,0.048,0.000,0.000
calanice,2,NAME-M,0.642,0.426,0.022,0.642,0.336,0.000,0.000
calisne,1,NAME-M,0.652,0.426,0.290,0.652,0.057,0.000,0.000
canthisa,1,NAME-F,0.536,0.426,0.536,0.464,0.000,0.000,0.000
canthisl,1,NAME-M,0.610,0.426,0.378,0.610,0.012,0.000,0.000
capeni,1,NAME-F,0.594,0.426,0.594,0.388,0.018,0.000,0.000
caperi,1,NAME-F,0.572,0.426,0.572,0.414,0.013,0.000,0.000
capue,1,NAME-M,0.621,0.426,0.006,0.621,0.373,0.000,0.000
caresri,1,NAME-M,0.654,0.426,0.312,0.654,0.035,0.000,0.000
caschce,1,NAME-M,0.598,0.426,0.001,0.598,0.402,0.000,0.000
casntra,1,NAME-M,0.518,0.426,0.004,0.518,0.478,0.000,0.000
casrtos,1,NAME-M,0.598,0.426,0.003,0.598,0.400,0.000,0.000
caurci,1,NAME-M,0.558,0.426,0.387,0.558,0.055,0.000,0.000
cealc,1,OTHER,0.541,0.426,0.110,0.349,0.541,0.000,0.000
cealchls,1,NAME-M,0.570,0.426,0.011,0.570,0.418,0.000,0.000
cealchuz,1,OTHER,0.574,0.426,0.038,0.389,0.574,0.000,0.000
ceisiniesi,1,NAME-M,0.522,0.426,0.418,0.522,0.060,0.000,0.000
celez,1,NAME-M,0.653,0.426,0.010,0.653,0.338,0.000,0.000
cels,1,OTHER,0.532,0.426,0.006,0.462,0.532,0.000,0.000
celtalval,1,NAME-F,0.670,0.426,0.670,0.321,0.009,0.000,0.000
cemnil,1,NAME-M,0.641,0.426,0.324,0.641,0.034,0.000,0.000
cepen,2,OTHER,0.503,0.426,0.011,0.486,0.503,0.000,0.000
cepener,1,OTHER,0.505,0.426,0.293,0.202,0.505,0.000,0.000
cerine,1,NAME-M,0.640,0.426,0.004,0.640,0.356,0.000,0.000
cetsevelcneui,1,NAME-F,0.523,0.426,0.523,0.037,0.440,0.000,0.000
cha,1,OTHER,0.502,0.426,0.000,0.497,0.502,0.000,0.000
charu,3,NAME-M,0.619,0.426,0.000,0.619,0.381,0.000,0.000
chasri,1,OTHER,0.535,0.426,0.018,0.447,0.535,0.000,0.000
chechana,1,NAME-M,0.559,0.426,0.000,0.559,0.441,0.000,0.000
chiacaniichanu,1,OTHER,0.556,0.426,0.004,0.439,0.556,0.000,0.000
chl,2,OTHER,0.552,0.426,0.004,0.444,0.552,0.000,0.000
chu,1,OTHER,0.607,0.426,0.000,0.392,0.607,0.000,0.000
chuchu,1,OTHER,0.519,0.426,0.000,0.481,0.519,0.000,0.000
chunchu,1,OTHER,0.647,0.426,0.000,0.353,0.647,0.000,0.000
churve,1,NAME-M,0.615,0.426,0.002,0.615,0.383,0.000,0.000
cicuc,1,OTHER,0.669,0.426,0.090,0.241,0.669,0.000,0.000
cilth,1,OTHER,0.536,0.426,0.003,0.461,0.536,0.000,0.000
cilthcva,1,NAME-M,0.601,0.426,0.002,0.601,0.396,0.000,0.000
cis,1,NAME-M,0.670,0.426,0.001,0.670,0.329,0.000,0.000
ciuain,1,NAME-M,0.575,0.426,0.040,0.575,0.386,0.000,0.000
clan,18,NAME-M,0.650,0.426,0.003,0.650,0.348,0.000,0.000
clantialisasa,1,NAME-M,0.692,0.426,0.308,0.692,0.000,0.000,0.000
clantisa,1,NAME-M,0.608,0.426,0.391,0.608,0.001,0.000,0.000
cleiina,1,NAME-M,0.637,0.426,0.001,0.637,0.362,0.000,0.000
cleva,1,NAME-M,0.573,0.426,0.000,0.573,0.427,0.000,0.000
clodis,1,NAME-M,0.656,0.426,0.006,0.656,0.338,0.000,0.000
clthii,1,NAME-M,0.579,0.426,0.079,0.579,0.342,0.000,0.000
